Codigo;Decibelios medidos;Fecha/Hora medicion
BI-RUI-C025;51.10;2026-06-14 13:19:56.013
BI-RUI-C012;59.7;2026-06-14 13:20:01.827
BI-RUI-P010;65.8;2026-06-14 13:20:16.61
BI-RUI-C014;56.20;2026-06-14 13:20:17.517
BI-RUI-C022;63.3;2026-06-14 13:20:17.97
BI-RUI-C006;78.9;2026-06-14 13:20:21.83
BI-RUI-BR15;64.60;2026-06-14 13:20:21.97
BI-RUI-C003;54.00;2026-06-14 13:20:41.74
BI-RUI-C023;66.4;2026-06-14 13:20:59.993
BI-RUI-P005;70.8;2026-06-14 13:21:15.527
BI-RUI-011;66.669;2026-06-14 13:21:29.81
BI-RUI-C016;64.3;2026-06-14 13:21:59.453
BI-RUI-C004;61.0;2026-06-14 13:22:00.987
BI-RUI-007;60.776;2026-06-14 13:22:04.66
BI-RUI-C008;65.9;2026-06-14 13:22:18.3
BI-RUI-020;58.00;2026-06-14 13:22:25.397
BI-RUI-C012;53.9;2026-06-14 13:23:41.517
BI-RUI-C019;52.80;2026-06-14 13:24:04.473
BI-RUI-C010;55.2;2026-06-14 13:24:23.21
BI-RUI-C023;66.5;2026-06-14 13:24:34.477
BI-RUI-C031;51.00;2026-06-14 13:24:41.713
BI-RUI-P012;67.6;2026-06-14 13:25:09.797
BI-RUI-C025;51.80;2026-06-14 13:25:16.373
BI-RUI-023;67.80;2026-06-14 13:25:17.28
BI-RUI-C011;49.30;2026-06-14 13:25:17.623
BI-RUI-C005;71.0;2026-06-14 13:25:23.203
BI-RUI-005;71.251;2026-06-14 13:25:38.033
BI-RUI-C020;54.40;2026-06-14 13:25:45.74
BI-RUI-010;65.765;2026-06-14 13:25:53.677
BI-RUI-C017;52.20;2026-06-14 13:25:56.85
BI-RUI-C034;70.30;2026-06-14 13:26:49.78
BI-RUI-C032;62.10;2026-06-14 13:27:06.843
BI-RUI-C012;55.1;2026-06-14 13:27:22.19
BI-RUI-P009;65.8;2026-06-14 13:27:22.8
BI-RUI-C013;61.1;2026-06-14 13:27:31.83
BI-RUI-BR1;62.3;2026-06-14 13:27:51.21
BI-RUI-C023;66.2;2026-06-14 13:27:53.193
BI-RUI-P011;66.1;2026-06-14 13:28:21.997
BI-RUI-P013;62.2;2026-06-14 13:28:23.7
BI-RUI-C001;62.2;2026-06-14 13:28:43.14
BI-RUI-015;68.673;2026-06-14 13:28:52.437
BI-RUI-C024;64.1;2026-06-14 13:29:23.88
BI-RUI-C030;50.00;2026-06-14 13:29:24.223
BI-RUI-013;62.771;2026-06-14 13:29:27.037
BI-RUI-C026;52.1;2026-06-14 13:29:29.553
BI-RUI-P006;77.9;2026-06-14 13:29:54.213
BI-RUI-021;60.10;2026-06-14 13:30:02.29
BI-RUI-017;65.227;2026-06-14 13:30:19.653
BI-RUI-019;66.980;2026-06-14 13:30:36.627
BI-RUI-022;63.80;2026-06-14 13:30:40.953
BI-RUI-C025;55.60;2026-06-14 13:30:43.313
BI-RUI-P014;62.1;2026-06-14 13:30:49.8
BI-RUI-004;72.277;2026-06-14 13:30:54.643
BI-RUI-BR5;60.734;2026-06-14 13:30:55.66
BI-RUI-C012;52.2;2026-06-14 13:31:00.927
BI-RUI-006;59.188;2026-06-14 13:31:03.893
BI-RUI-C023;65.7;2026-06-14 13:31:11.537
BI-RUI-001;60.872;2026-06-14 13:31:33.68
BI-RUI-C033;58.90;2026-06-14 13:31:38.337
BI-RUI-P007;63.2;2026-06-14 13:32:11.67
BI-RUI-C021;74.60;2026-06-14 13:32:43.77
BI-RUI-C018;52.40;2026-06-14 13:33:18.68
BI-RUI-BR2;60.0;2026-06-14 13:33:19.273
BI-RUI-P002;56.1;2026-06-14 13:33:41.67
BI-RUI-009;65.712;2026-06-14 13:33:58.343
BI-RUI-BR11;62.224;2026-06-14 13:34:20.813
BI-RUI-C023;67.2;2026-06-14 13:34:29.473
BI-RUI-C012;54.5;2026-06-14 13:34:30.24
BI-RUI-C009;64.4;2026-06-14 13:35:00.4
BI-RUI-C015;59.60;2026-06-14 13:35:07.337
BI-RUI-C022;63.5;2026-06-14 13:35:37.827
BI-RUI-C006;77.8;2026-06-14 13:35:39.717
BI-RUI-BR15;64.80;2026-06-14 13:35:42.17
BI-RUI-C014;58.00;2026-06-14 13:35:46.687
BI-RUI-C003;53.80;2026-06-14 13:35:59.69
BI-RUI-C025;57.00;2026-06-14 13:36:01.75
BI-RUI-011;68.825;2026-06-14 13:36:07.423
BI-RUI-P005;67.6;2026-06-14 13:36:15.77
BI-RUI-007;61.408;2026-06-14 13:36:45.46
BI-RUI-P001;86.1;2026-06-14 13:36:46.117
BI-RUI-C016;65.2;2026-06-14 13:37:19.327
BI-RUI-C004;60.0;2026-06-14 13:37:20.09
BI-RUI-C008;65.0;2026-06-14 13:37:40.127
BI-RUI-020;58.80;2026-06-14 13:37:43.25
BI-RUI-C023;69.7;2026-06-14 13:37:46.143
BI-RUI-C012;54.0;2026-06-14 13:38:10.473
BI-RUI-C012;51.3;2026-06-14 13:39:20.47
BI-RUI-C019;54.30;2026-06-14 13:39:37.61
BI-RUI-C026;54.3;2026-06-14 13:39:47.24
BI-RUI-C010;58.1;2026-06-14 13:39:53.99
BI-RUI-P012;66.5;2026-06-14 13:40:09.913
BI-RUI-C031;54.10;2026-06-14 13:40:10.35
BI-RUI-008;61.307;2026-06-14 13:40:31.15
BI-RUI-C012;50.4;2026-06-14 13:40:32.463
BI-RUI-C005;72.8;2026-06-14 13:40:33.573
BI-RUI-023;62.70;2026-06-14 13:40:42.387
BI-RUI-C011;49.90;2026-06-14 13:40:49.56
BI-RUI-005;70.382;2026-06-14 13:40:54.403
BI-RUI-010;67.517;2026-06-14 13:40:57.843
BI-RUI-C023;66.8;2026-06-14 13:41:08.75
BI-RUI-C020;56.80;2026-06-14 13:41:19.8
BI-RUI-C017;54.40;2026-06-14 13:41:27.223
BI-RUI-C025;58.10;2026-06-14 13:41:27.63
BI-RUI-C034;68.40;2026-06-14 13:42:06.337
BI-RUI-P009;64.8;2026-06-14 13:42:23.06
BI-RUI-C032;66.00;2026-06-14 13:42:31.03
BI-RUI-C013;61.6;2026-06-14 13:42:49.517
BI-RUI-BR1;62.8;2026-06-14 13:43:15.27
BI-RUI-P011;66.1;2026-06-14 13:43:22.1
BI-RUI-015;69.645;2026-06-14 13:43:57.48
BI-RUI-C001;61.6;2026-06-14 13:44:01.713
BI-RUI-C012;52.4;2026-06-14 13:44:02.51
BI-RUI-C023;69.0;2026-06-14 13:44:32.14
BI-RUI-013;66.353;2026-06-14 13:44:35.11
BI-RUI-C024;64.4;2026-06-14 13:44:40.173
BI-RUI-C030;51.30;2026-06-14 13:44:58.503
BI-RUI-021;59.80;2026-06-14 13:45:23.1
BI-RUI-019;68.333;2026-06-14 13:45:23.49
BI-RUI-017;65.224;2026-06-14 13:45:40.667
BI-RUI-004;75.567;2026-06-14 13:45:42.527
BI-RUI-BR5;58.638;2026-06-14 13:45:46.463
BI-RUI-P014;60.3;2026-06-14 13:45:50.34
BI-RUI-022;66.20;2026-06-14 13:46:03.78
BI-RUI-006;60.805;2026-06-14 13:46:13.187
BI-RUI-001;60.597;2026-06-14 13:46:30.05
BI-RUI-C025;56.50;2026-06-14 13:46:50.27
BI-RUI-C033;60.30;2026-06-14 13:47:00.85
BI-RUI-P007;64.2;2026-06-14 13:47:12.07
BI-RUI-C012;58.2;2026-06-14 13:47:28.84
BI-RUI-C023;68.2;2026-06-14 13:47:49.483
BI-RUI-C021;77.20;2026-06-14 13:48:02.25
BI-RUI-BR7;61.030;2026-06-14 13:48:27.66
BI-RUI-BR2;63.0;2026-06-14 13:48:29.723
BI-RUI-C018;55.50;2026-06-14 13:48:35.677
BI-RUI-C012;53.9;2026-06-14 13:48:35.85
BI-RUI-P002;56.2;2026-06-14 13:48:42.1
BI-RUI-009;67.070;2026-06-14 13:48:55.18
BI-RUI-BR11;62.295;2026-06-14 13:49:29.84
BI-RUI-C012;52.0;2026-06-14 13:49:53.5
BI-RUI-C026;52.1;2026-06-14 13:50:10.3
BI-RUI-C009;64.7;2026-06-14 13:50:17.16
BI-RUI-P010;65.3;2026-06-14 13:50:17.537
BI-RUI-C015;58.80;2026-06-14 13:50:34.82
BI-RUI-C022;62.7;2026-06-14 13:50:51.383
BI-RUI-C006;76.6;2026-06-14 13:50:57.667
BI-RUI-C023;67.5;2026-06-14 13:51:00.557
BI-RUI-BR15;65.20;2026-06-14 13:51:02.027
BI-RUI-C012;49.2;2026-06-14 13:51:10.42
BI-RUI-C014;57.30;2026-06-14 13:51:14.997
BI-RUI-P005;65.2;2026-06-14 13:51:16.123
BI-RUI-C003;52.80;2026-06-14 13:51:18.153
BI-RUI-011;69.589;2026-06-14 13:51:32.297
BI-RUI-P001;85.4;2026-06-14 13:51:46.75
BI-RUI-007;63.047;2026-06-14 13:51:48.347
BI-RUI-C012;50.5;2026-06-14 13:52:19.18
BI-RUI-C025;55.80;2026-06-14 13:52:22.397
BI-RUI-C004;61.6;2026-06-14 13:52:43.103
BI-RUI-C016;66.7;2026-06-14 13:52:55.263
BI-RUI-020;60.20;2026-06-14 13:53:00.967
BI-RUI-C008;62.4;2026-06-14 13:53:01.967
BI-RUI-C012;51.0;2026-06-14 13:53:35.487
BI-RUI-C023;66.0;2026-06-14 13:54:17.883
BI-RUI-C012;57.6;2026-06-14 13:54:56.733
BI-RUI-C019;56.20;2026-06-14 13:55:06.03
BI-RUI-P012;67.5;2026-06-14 13:55:10.33
BI-RUI-C010;61.7;2026-06-14 13:55:23.597
BI-RUI-C031;55.10;2026-06-14 13:55:29.13
BI-RUI-005;71.156;2026-06-14 13:55:34.957
BI-RUI-C005;72.6;2026-06-14 13:55:44.38
BI-RUI-010;67.855;2026-06-14 13:55:54.65
BI-RUI-023;64.30;2026-06-14 13:56:01.353
BI-RUI-C012;53.5;2026-06-14 13:56:14.307
BI-RUI-C011;49.40;2026-06-14 13:56:23.433
BI-RUI-C017;55.60;2026-06-14 13:56:45.31
BI-RUI-C020;58.90;2026-06-14 13:56:49.42
BI-RUI-P009;73.0;2026-06-14 13:57:23.363
BI-RUI-C034;68.90;2026-06-14 13:57:29.473
BI-RUI-C012;50.5;2026-06-14 13:57:31.303
BI-RUI-C023;67.7;2026-06-14 13:57:37.24
BI-RUI-C025;55.80;2026-06-14 13:57:39.18
BI-RUI-C032;69.00;2026-06-14 13:57:50.493
BI-RUI-C013;61.6;2026-06-14 13:58:08.92
BI-RUI-P011;65.7;2026-06-14 13:58:22.733
BI-RUI-P013;62.8;2026-06-14 13:58:24.263
BI-RUI-BR1;61.4;2026-06-14 13:58:37.78
BI-RUI-C012;48.4;2026-06-14 13:58:48.47
BI-RUI-015;69.701;2026-06-14 13:58:57.58
BI-RUI-C001;61.7;2026-06-14 13:59:18.147
BI-RUI-013;67.145;2026-06-14 13:59:29.29
BI-RUI-C024;62.8;2026-06-14 13:59:53.31
BI-RUI-P006;73.2;2026-06-14 13:59:54.887
BI-RUI-C012;52.0;2026-06-14 14:00:05.7
BI-RUI-021;61.00;2026-06-14 14:00:57.757
BI-RUI-004;73.934;2026-06-14 14:00:57.757
BI-RUI-019;69.050;2026-06-14 14:00:57.757
BI-RUI-C023;66.8;2026-06-14 14:00:57.757
BI-RUI-017;65.858;2026-06-14 14:00:57.757
BI-RUI-P014;61.4;2026-06-14 14:00:57.757
BI-RUI-C026;52.4;2026-06-14 14:00:57.757
BI-RUI-C030;49.80;2026-06-14 14:00:57.757
BI-RUI-BR5;58.602;2026-06-14 14:00:57.77
BI-RUI-019;69.050;2026-06-14 14:01:19.713
BI-RUI-006;62.896;2026-06-14 14:01:22.76
BI-RUI-C012;51.4;2026-06-14 14:01:23.243
BI-RUI-022;64.40;2026-06-14 14:01:27.04
BI-RUI-001;60.133;2026-06-14 14:01:27.573
BI-RUI-C030;48.60;2026-06-14 14:02:11.69
BI-RUI-P007;65.0;2026-06-14 14:02:12.453
BI-RUI-021;63.30;2026-06-14 14:02:18.563
BI-RUI-C033;59.60;2026-06-14 14:02:23.957
BI-RUI-C012;52.5;2026-06-14 14:02:41.13
BI-RUI-C025;52.70;2026-06-14 14:03:05.243
BI-RUI-C021;74.30;2026-06-14 14:03:19.183
BI-RUI-009;70.012;2026-06-14 14:03:39.623
BI-RUI-P002;56.4;2026-06-14 14:03:42.547
BI-RUI-C018;52.80;2026-06-14 14:03:48.64
BI-RUI-BR2;60.7;2026-06-14 14:03:50.843
BI-RUI-C012;49.4;2026-06-14 14:03:53.0
BI-RUI-C023;67.2;2026-06-14 14:04:09.41
BI-RUI-BR11;62.159;2026-06-14 14:04:19.457
BI-RUI-C012;52.8;2026-06-14 14:05:03.853
BI-RUI-P010;65.0;2026-06-14 14:05:17.763
BI-RUI-C009;65.0;2026-06-14 14:05:34.017
BI-RUI-C015;59.90;2026-06-14 14:05:58.77
BI-RUI-C022;63.7;2026-06-14 14:06:10.553
BI-RUI-C006;75.3;2026-06-14 14:06:10.85
BI-RUI-C012;52.5;2026-06-14 14:06:13.13
BI-RUI-P005;62.8;2026-06-14 14:06:16.273
BI-RUI-BR15;64.10;2026-06-14 14:06:24.413
BI-RUI-011;69.680;2026-06-14 14:06:33.01
BI-RUI-C003;51.70;2026-06-14 14:06:36.79
BI-RUI-C014;58.30;2026-06-14 14:06:38.557
BI-RUI-P001;85.2;2026-06-14 14:06:47.353
BI-RUI-007;61.697;2026-06-14 14:06:57.543
BI-RUI-C023;65.9;2026-06-14 14:07:23.61
BI-RUI-C012;53.7;2026-06-14 14:07:24.47
BI-RUI-C004;59.6;2026-06-14 14:08:01.477
BI-RUI-C016;65.8;2026-06-14 14:08:06.727
BI-RUI-020;58.80;2026-06-14 14:08:18.93
BI-RUI-C008;59.8;2026-06-14 14:08:21.353
BI-RUI-C012;53.1;2026-06-14 14:08:31.713
BI-RUI-C025;54.70;2026-06-14 14:08:33.137
BI-RUI-C012;53.0;2026-06-14 14:09:49.647
BI-RUI-P012;68.0;2026-06-14 14:10:10.87
BI-RUI-C019;60.40;2026-06-14 14:10:28.183
BI-RUI-C023;66.6;2026-06-14 14:10:41.343
BI-RUI-C010;59.0;2026-06-14 14:10:43.297
BI-RUI-005;69.916;2026-06-14 14:10:43.733
BI-RUI-C031;53.80;2026-06-14 14:10:52.97
BI-RUI-C005;67.6;2026-06-14 14:11:00.3
BI-RUI-C012;50.0;2026-06-14 14:11:00.877
BI-RUI-010;69.523;2026-06-14 14:11:01.377
BI-RUI-023;61.30;2026-06-14 14:11:19.503
BI-RUI-C011;47.00;2026-06-14 14:11:57.183
BI-RUI-C026;51.5;2026-06-14 14:11:57.463
BI-RUI-C017;54.80;2026-06-14 14:12:08.497
BI-RUI-C020;60.00;2026-06-14 14:12:18.263
BI-RUI-C012;55.4;2026-06-14 14:12:18.45
BI-RUI-C034;68.00;2026-06-14 14:12:49.8
BI-RUI-C032;69.20;2026-06-14 14:13:05.833
BI-RUI-C013;61.7;2026-06-14 14:13:20.57
BI-RUI-P011;65.8;2026-06-14 14:13:23.18
BI-RUI-P013;61.7;2026-06-14 14:13:24.617
BI-RUI-C012;50.0;2026-06-14 14:13:38.073
BI-RUI-BR1;60.2;2026-06-14 14:13:45.9
BI-RUI-015;69.931;2026-06-14 14:13:50.713
BI-RUI-C025;56.70;2026-06-14 14:13:50.917
BI-RUI-C023;64.9;2026-06-14 14:14:00.03
BI-RUI-C001;61.4;2026-06-14 14:14:38.643
BI-RUI-013;67.197;2026-06-14 14:14:40.847
BI-RUI-P006;73.2;2026-06-14 14:14:55.223
BI-RUI-C024;62.4;2026-06-14 14:15:12.117
BI-RUI-019;68.120;2026-06-14 14:15:30.12
BI-RUI-017;67.799;2026-06-14 14:15:34.37
BI-RUI-BR5;57.156;2026-06-14 14:15:44.683
BI-RUI-004;72.861;2026-06-14 14:15:47.56
BI-RUI-P014;62.9;2026-06-14 14:15:51.123
BI-RUI-006;62.643;2026-06-14 14:16:15.91
BI-RUI-C012;46.7;2026-06-14 14:16:27.707
BI-RUI-001;61.250;2026-06-14 14:16:30.723
BI-RUI-022;77.80;2026-06-14 14:16:50.117
BI-RUI-C023;64.9;2026-06-14 14:17:17.81
BI-RUI-C030;48.60;2026-06-14 14:17:35.42
BI-RUI-021;59.20;2026-06-14 14:17:40.343
BI-RUI-C012;49.4;2026-06-14 14:17:43.767
BI-RUI-C033;60.70;2026-06-14 14:17:45.61
BI-RUI-C021;75.00;2026-06-14 14:18:36.85
BI-RUI-009;71.075;2026-06-14 14:18:44.9
BI-RUI-C012;51.7;2026-06-14 14:19:00.527
BI-RUI-BR2;60.4;2026-06-14 14:19:08.497
BI-RUI-C018;53.40;2026-06-14 14:19:08.527
BI-RUI-C025;57.30;2026-06-14 14:19:10.56
BI-RUI-BR11;62.215;2026-06-14 14:19:21.53
BI-RUI-C012;50.4;2026-06-14 14:20:12.49
BI-RUI-P010;64.9;2026-06-14 14:20:18.32
BI-RUI-C023;67.8;2026-06-14 14:20:40.54
BI-RUI-C009;65.2;2026-06-14 14:20:47.9
BI-RUI-P005;64.3;2026-06-14 14:21:16.453
BI-RUI-C012;48.8;2026-06-14 14:21:23.017
BI-RUI-C015;61.50;2026-06-14 14:21:25.39
BI-RUI-C006;74.9;2026-06-14 14:21:27.0
BI-RUI-C022;65.7;2026-06-14 14:21:31.923
BI-RUI-011;71.767;2026-06-14 14:21:36.957
BI-RUI-BR15;63.30;2026-06-14 14:21:42.957
BI-RUI-C003;52.40;2026-06-14 14:21:44.457
BI-RUI-007;61.465;2026-06-14 14:21:58.083
BI-RUI-C014;56.40;2026-06-14 14:22:05.383
BI-RUI-C026;51.2;2026-06-14 14:22:15.853
BI-RUI-C012;50.2;2026-06-14 14:22:38.903
BI-RUI-C004;59.5;2026-06-14 14:23:19.283
BI-RUI-C016;65.1;2026-06-14 14:23:19.987
BI-RUI-020;57.70;2026-06-14 14:23:36.55
BI-RUI-C008;59.1;2026-06-14 14:23:37.693
BI-RUI-C012;53.2;2026-06-14 14:23:55.163
BI-RUI-C023;69.5;2026-06-14 14:24:02.79
BI-RUI-C025;57.90;2026-06-14 14:24:43.077
BI-RUI-P012;66.3;2026-06-14 14:25:11.3
BI-RUI-C012;47.5;2026-06-14 14:25:14.083
BI-RUI-008;60.429;2026-06-14 14:25:41.367
BI-RUI-005;70.687;2026-06-14 14:25:43.727
BI-RUI-010;75.321;2026-06-14 14:25:53.197
BI-RUI-C010;59.3;2026-06-14 14:25:54.167
BI-RUI-C019;61.80;2026-06-14 14:25:54.59
BI-RUI-C005;70.4;2026-06-14 14:26:17.17
BI-RUI-C031;55.70;2026-06-14 14:26:27.22
BI-RUI-C012;51.0;2026-06-14 14:26:32.47
BI-RUI-023;64.60;2026-06-14 14:26:36.297
BI-RUI-C023;66.1;2026-06-14 14:27:19.523
BI-RUI-C011;45.50;2026-06-14 14:27:20.93
BI-RUI-P009;64.8;2026-06-14 14:27:23.82
BI-RUI-C017;54.50;2026-06-14 14:27:37.15
BI-RUI-C020;61.10;2026-06-14 14:27:41.01
BI-RUI-C012;56.5;2026-06-14 14:27:49.37
BI-RUI-C034;65.60;2026-06-14 14:28:12.14
BI-RUI-P011;66.7;2026-06-14 14:28:23.75
BI-RUI-P013;62.1;2026-06-14 14:28:24.69
BI-RUI-C032;66.20;2026-06-14 14:28:30.16
BI-RUI-C013;60.7;2026-06-14 14:28:37.253
BI-RUI-015;68.720;2026-06-14 14:28:51.41
BI-RUI-C012;50.3;2026-06-14 14:28:57.507
BI-RUI-BR1;59.8;2026-06-14 14:29:09.493
BI-RUI-013;68.640;2026-06-14 14:29:29.247
BI-RUI-P006;71.6;2026-06-14 14:29:55.28
BI-RUI-C001;61.2;2026-06-14 14:30:00.657
BI-RUI-C012;56.2;2026-06-14 14:30:15.08
BI-RUI-C025;57.80;2026-06-14 14:30:16.267
BI-RUI-C023;65.3;2026-06-14 14:30:27.05
BI-RUI-C024;62.3;2026-06-14 14:30:34.223
BI-RUI-019;68.879;2026-06-14 14:30:37.083
BI-RUI-017;68.278;2026-06-14 14:30:45.227
BI-RUI-004;72.513;2026-06-14 14:30:47.943
BI-RUI-P014;65.6;2026-06-14 14:30:51.757
BI-RUI-BR5;56.886;2026-06-14 14:30:58.133
BI-RUI-006;58.727;2026-06-14 14:31:03.477
BI-RUI-001;60.081;2026-06-14 14:31:29.997
BI-RUI-C012;49.2;2026-06-14 14:31:31.95
BI-RUI-P007;65.6;2026-06-14 14:32:13.097
BI-RUI-022;66.30;2026-06-14 14:32:14.3
BI-RUI-C026;54.2;2026-06-14 14:32:37.507
BI-RUI-C012;49.9;2026-06-14 14:32:49.087
BI-RUI-C033;61.90;2026-06-14 14:32:56.387
BI-RUI-021;59.20;2026-06-14 14:32:56.65
BI-RUI-C030;47.10;2026-06-14 14:32:56.98
BI-RUI-BR7;55.673;2026-06-14 14:33:03.137
BI-RUI-009;70.759;2026-06-14 14:33:37.157
BI-RUI-P002;56.1;2026-06-14 14:33:43.19
BI-RUI-C023;68.3;2026-06-14 14:33:45.813
BI-RUI-C021;74.80;2026-06-14 14:34:00.223
BI-RUI-C012;49.4;2026-06-14 14:34:00.77
BI-RUI-C018;53.20;2026-06-14 14:34:24.71
BI-RUI-BR2;58.5;2026-06-14 14:34:28.057
BI-RUI-BR11;63.345;2026-06-14 14:34:31.307
BI-RUI-C012;57.7;2026-06-14 14:35:17.797
BI-RUI-C025;57.30;2026-06-14 14:35:33.8
BI-RUI-C009;64.4;2026-06-14 14:36:08.96
BI-RUI-P005;63.1;2026-06-14 14:36:16.87
BI-RUI-011;71.598;2026-06-14 14:36:30.23
BI-RUI-C012;47.2;2026-06-14 14:36:35.137
BI-RUI-007;61.629;2026-06-14 14:36:44.98
BI-RUI-C006;73.8;2026-06-14 14:36:46.59
BI-RUI-P001;85.1;2026-06-14 14:36:48.123
BI-RUI-C022;64.7;2026-06-14 14:36:53.013
BI-RUI-C015;62.40;2026-06-14 14:36:53.64
BI-RUI-C023;65.3;2026-06-14 14:36:57.14
BI-RUI-BR15;63.50;2026-06-14 14:37:07.907
BI-RUI-C003;51.80;2026-06-14 14:37:13.173
BI-RUI-C014;55.60;2026-06-14 14:37:35.613
BI-RUI-C012;48.5;2026-06-14 14:37:52.257
BI-RUI-C004;57.0;2026-06-14 14:38:27.997
BI-RUI-C016;65.6;2026-06-14 14:38:36.95
BI-RUI-020;60.60;2026-06-14 14:38:54.907
BI-RUI-C008;60.5;2026-06-14 14:39:00.597
BI-RUI-C012;49.1;2026-06-14 14:39:03.33
BI-RUI-P012;70.7;2026-06-14 14:40:11.887
BI-RUI-C012;55.3;2026-06-14 14:40:15.153
BI-RUI-C023;70.5;2026-06-14 14:40:33.483
BI-RUI-005;69.353;2026-06-14 14:40:37.173
BI-RUI-C025;57.80;2026-06-14 14:40:59.05
BI-RUI-010;71.940;2026-06-14 14:41:00.91
BI-RUI-C010;55.8;2026-06-14 14:41:12.18
BI-RUI-C019;63.30;2026-06-14 14:41:21.46
BI-RUI-C012;45.9;2026-06-14 14:41:23.447
BI-RUI-C005;66.4;2026-06-14 14:41:33.98
BI-RUI-C031;53.70;2026-06-14 14:41:45.497
BI-RUI-023;67.90;2026-06-14 14:41:53.98
BI-RUI-P009;64.5;2026-06-14 14:42:24.08
BI-RUI-C012;48.3;2026-06-14 14:42:43.317
BI-RUI-C011;45.60;2026-06-14 14:42:50.333
BI-RUI-C026;53.1;2026-06-14 14:42:58.57
BI-RUI-C017;55.10;2026-06-14 14:43:02.647
BI-RUI-C020;60.70;2026-06-14 14:43:11.07
BI-RUI-P011;64.7;2026-06-14 14:43:24.277
BI-RUI-C034;65.40;2026-06-14 14:43:31.137
BI-RUI-C023;66.4;2026-06-14 14:43:40.747
BI-RUI-C032;64.50;2026-06-14 14:43:51.107
BI-RUI-C013;59.6;2026-06-14 14:43:55.703
BI-RUI-015;69.050;2026-06-14 14:43:57.78
BI-RUI-C012;48.4;2026-06-14 14:44:02.39
BI-RUI-013;67.530;2026-06-14 14:44:27.597
BI-RUI-BR1;59.4;2026-06-14 14:44:27.74
BI-RUI-C012;49.8;2026-06-14 14:45:21.107
BI-RUI-C001;60.2;2026-06-14 14:45:21.45
BI-RUI-019;68.461;2026-06-14 14:45:24.06
BI-RUI-017;66.486;2026-06-14 14:45:40.17
BI-RUI-004;71.401;2026-06-14 14:45:46.937
BI-RUI-BR5;59.299;2026-06-14 14:45:51.313
BI-RUI-P014;63.9;2026-06-14 14:45:52.297
BI-RUI-006;67.418;2026-06-14 14:46:03.33
BI-RUI-C024;61.4;2026-06-14 14:46:11.143
BI-RUI-C025;59.00;2026-06-14 14:46:22.66
BI-RUI-001;60.503;2026-06-14 14:46:23.473
BI-RUI-C012;47.1;2026-06-14 14:46:29.13
BI-RUI-C023;83.3;2026-06-14 14:46:58.917
BI-RUI-P007;63.9;2026-06-14 14:47:13.327
BI-RUI-022;83.10;2026-06-14 14:47:38.423
BI-RUI-C012;51.7;2026-06-14 14:47:51.677
BI-RUI-C033;59.70;2026-06-14 14:48:14.037
BI-RUI-C030;49.20;2026-06-14 14:48:25.79
BI-RUI-021;58.60;2026-06-14 14:48:26.307
BI-RUI-P002;55.3;2026-06-14 14:48:43.747
BI-RUI-009;69.563;2026-06-14 14:48:49.043
BI-RUI-C012;49.7;2026-06-14 14:49:03.403
BI-RUI-C021;74.10;2026-06-14 14:49:24.0
BI-RUI-BR11;63.672;2026-06-14 14:49:27.19
BI-RUI-C018;57.70;2026-06-14 14:49:40.77
BI-RUI-BR2;57.9;2026-06-14 14:49:41.893
BI-RUI-C023;67.2;2026-06-14 14:50:16.603
BI-RUI-P010;65.5;2026-06-14 14:50:18.807
BI-RUI-C012;47.5;2026-06-14 14:50:20.133
BI-RUI-P005;69.0;2026-06-14 14:51:17.143
BI-RUI-011;70.442;2026-06-14 14:51:25.847
BI-RUI-C012;52.3;2026-06-14 14:51:38.287
BI-RUI-C009;64.6;2026-06-14 14:51:38.52
BI-RUI-P001;83.7;2026-06-14 14:51:48.367
BI-RUI-C025;55.70;2026-06-14 14:51:51.007
BI-RUI-007;61.514;2026-06-14 14:51:57.883
BI-RUI-C006;75.1;2026-06-14 14:52:03.963
BI-RUI-C022;64.1;2026-06-14 14:52:17.433
BI-RUI-C015;62.10;2026-06-14 14:52:24.013
BI-RUI-BR15;64.80;2026-06-14 14:52:27.03
BI-RUI-C003;52.10;2026-06-14 14:52:32.03
BI-RUI-C012;46.7;2026-06-14 14:52:55.127
BI-RUI-C014;55.10;2026-06-14 14:53:03.94
BI-RUI-C026;50.6;2026-06-14 14:53:22.927
BI-RUI-C023;65.3;2026-06-14 14:53:27.583
BI-RUI-C004;57.1;2026-06-14 14:53:47.133
BI-RUI-C012;46.7;2026-06-14 14:54:05.793
BI-RUI-C016;63.7;2026-06-14 14:54:07.387
BI-RUI-020;60.50;2026-06-14 14:54:18.03
BI-RUI-C008;60.1;2026-06-14 14:54:37.127
BI-RUI-P012;67.4;2026-06-14 14:55:12.007
BI-RUI-C012;56.6;2026-06-14 14:55:15.88
BI-RUI-005;70.131;2026-06-14 14:55:46.62
BI-RUI-010;74.206;2026-06-14 14:55:54.543
BI-RUI-C010;56.0;2026-06-14 14:56:29.19
BI-RUI-C012;53.6;2026-06-14 14:56:33.08
BI-RUI-C005;66.1;2026-06-14 14:56:43.16
BI-RUI-C019;61.50;2026-06-14 14:56:44.613
BI-RUI-C023;66.9;2026-06-14 14:56:51.177
BI-RUI-C025;53.90;2026-06-14 14:57:08.35
BI-RUI-023;64.40;2026-06-14 14:57:12.273
BI-RUI-C031;52.10;2026-06-14 14:57:12.477
BI-RUI-P009;64.9;2026-06-14 14:57:24.12
BI-RUI-C012;51.6;2026-06-14 14:57:49.78
